elapsed_time_s,tracking_error_m
7.749,0.0086
7.754,0.0100
7.759,0.0085
7.764,0.0101
7.769,0.0083
7.774,0.0102
7.779,0.0081
7.784,0.0102
7.789,0.0080
7.794,0.0103
7.799,0.0078
7.804,0.0103
7.809,0.0077
7.814,0.0103
7.819,0.0076
7.824,0.0104
7.829,0.0074
7.834,0.0104
7.839,0.0073
7.844,0.0105
7.849,0.0071
7.854,0.0105
7.859,0.0071
7.864,0.0105
7.869,0.0069
7.874,0.0106
7.879,0.0068
7.884,0.0106
7.889,0.0065
7.894,0.0106
7.899,0.0065
7.904,0.0107
7.909,0.0063
7.914,0.0107
7.919,0.0062
7.924,0.0107
7.929,0.0060
7.934,0.0108
7.939,0.0058
7.944,0.0107
7.949,0.0056
7.954,0.0108
7.959,0.0056
7.964,0.0106
7.969,0.0054
7.974,0.0108
7.979,0.0054
7.985,0.0109
7.989,0.0052
7.994,0.0108
7.999,0.0051
8.004,0.0109
8.009,0.0048
8.014,0.0111
8.019,0.0047
8.024,0.0110
8.029,0.0046
8.034,0.0109
8.039,0.0046
8.044,0.0110
8.049,0.0043
8.054,0.0111
8.059,0.0041
8.064,0.0111
8.070,0.0040
8.074,0.0111
8.080,0.0039
8.084,0.0111
8.089,0.0038
8.094,0.0111
8.099,0.0037
8.104,0.0111
8.109,0.0036
8.114,0.0111
8.120,0.0035
8.124,0.0111
8.129,0.0035
8.135,0.0112
8.139,0.0034
8.144,0.0111
8.149,0.0033
8.155,0.0112
8.159,0.0033
8.164,0.0111
8.169,0.0032
8.174,0.0111
8.179,0.0032
8.184,0.0112
8.189,0.0031
8.194,0.0112
8.199,0.0032
8.204,0.0111
8.209,0.0031
8.214,0.0113
8.219,0.0032
8.224,0.0112
8.229,0.0032
8.234,0.0112
8.239,0.0033
8.244,0.0112
8.249,0.0033
8.254,0.0112
8.259,0.0034
8.264,0.0112
8.269,0.0035
8.274,0.0112
8.279,0.0035
8.284,0.0112
8.289,0.0036
8.294,0.0111
8.299,0.0037
8.304,0.0112
8.309,0.0038
8.314,0.0111
8.319,0.0040
8.324,0.0111
8.329,0.0041
8.335,0.0114
8.339,0.0042
8.344,0.0112
8.349,0.0043
8.354,0.0111
8.359,0.0045
8.364,0.0111
8.369,0.0046
8.374,0.0111
8.379,0.0048
8.384,0.0111
8.389,0.0049
8.394,0.0110
8.399,0.0050
8.404,0.0110
8.409,0.0052
8.414,0.0110
8.419,0.0054
8.424,0.0110
8.429,0.0055
8.434,0.0109
8.439,0.0057
8.444,0.0109
8.449,0.0058
8.454,0.0110
8.459,0.0060
8.464,0.0109
8.469,0.0062
8.474,0.0108
8.479,0.0063
8.484,0.0108
8.489,0.0065
8.494,0.0108
8.499,0.0066
8.504,0.0108
8.509,0.0068
8.514,0.0108
8.519,0.0070
8.524,0.0107
8.529,0.0071
8.534,0.0107
8.539,0.0073
8.544,0.0106
8.549,0.0074
8.554,0.0106
8.559,0.0076
8.564,0.0105
8.569,0.0078
8.574,0.0105
8.579,0.0079
8.584,0.0105
8.589,0.0081
8.594,0.0104
8.599,0.0083
8.604,0.0104
8.609,0.0084
8.614,0.0103
8.619,0.0086
8.624,0.0103
8.629,0.0087
8.634,0.0102
8.639,0.0089
8.644,0.0102
8.649,0.0091
8.654,0.0101
8.659,0.0092
8.664,0.0101
8.669,0.0094
8.674,0.0100
8.679,0.0095
8.684,0.0099
8.690,0.0097
8.694,0.0099
8.699,0.0098
8.704,0.0098
8.709,0.0100
8.714,0.0097
8.719,0.0101
8.724,0.0097
8.729,0.0103
8.734,0.0096
8.739,0.0104
8.744,0.0095
8.749,0.0106
8.754,0.0095
8.759,0.0107
8.764,0.0094
8.769,0.0109
8.774,0.0093
8.779,0.0110
8.784,0.0092
8.789,0.0111
8.794,0.0092
8.799,0.0113
8.804,0.0091
8.809,0.0114
8.815,0.0090
8.819,0.0115
8.824,0.0089
8.829,0.0116
8.834,0.0088
8.839,0.0118
8.844,0.0087
8.849,0.0119
8.854,0.0087
8.859,0.0120
8.864,0.0086
8.869,0.0121
8.874,0.0085
8.879,0.0122
8.885,0.0084
8.890,0.0123
8.894,0.0083
8.899,0.0125
8.904,0.0082
8.909,0.0126
8.914,0.0081
8.919,0.0127
8.924,0.0080
8.929,0.0128
8.934,0.0079
8.939,0.0129
8.944,0.0078
8.949,0.0130
8.954,0.0077
8.959,0.0131
8.964,0.0076
8.969,0.0132
8.974,0.0075
8.979,0.0132
8.984,0.0074
8.989,0.0134
8.994,0.0073
8.999,0.0134
9.004,0.0072
9.009,0.0135
9.014,0.0071
9.020,0.0136
9.024,0.0070
9.029,0.0137
9.034,0.0069
9.039,0.0138
9.044,0.0068
9.049,0.0139
9.054,0.0067
9.059,0.0139
9.065,0.0065
9.069,0.0140
9.074,0.0064
9.079,0.0141
9.085,0.0064
9.089,0.0142
9.094,0.0062
9.099,0.0142
9.104,0.0061
9.109,0.0143
9.114,0.0060
9.119,0.0143
9.124,0.0058
9.129,0.0144
9.134,0.0057
9.139,0.0144
9.144,0.0056
9.149,0.0145
9.154,0.0055
9.159,0.0146
9.164,0.0054
9.169,0.0146
9.174,0.0053
9.179,0.0147
9.184,0.0052
9.189,0.0147
9.194,0.0051
9.199,0.0147
9.204,0.0049
9.209,0.0148
9.214,0.0048
9.219,0.0148
9.224,0.0047
9.229,0.0149
9.234,0.0046
9.239,0.0149
9.244,0.0045
9.249,0.0150
9.254,0.0044
9.259,0.0150
9.264,0.0043
9.269,0.0148
9.275,0.0040
9.279,0.0151
9.284,0.0041
9.289,0.0151
9.294,0.0039
9.299,0.0151
9.304,0.0038
9.309,0.0151
9.314,0.0036
9.319,0.0152
9.324,0.0036
9.329,0.0151
9.334,0.0034
9.339,0.0152
9.344,0.0034
9.349,0.0151
9.355,0.0031
9.359,0.0152
9.365,0.0029
9.369,0.0152
9.374,0.0030
9.379,0.0153
9.385,0.0028
9.389,0.0153
9.394,0.0028
9.399,0.0152
9.404,0.0026
9.409,0.0152
9.415,0.0024
9.419,0.0153
9.424,0.0024
9.429,0.0152
9.434,0.0023
9.439,0.0153
9.444,0.0021
9.449,0.0152
9.454,0.0020
9.459,0.0152
9.464,0.0019
9.469,0.0153
9.474,0.0018
9.479,0.0153
9.484,0.0017
9.489,0.0152
9.494,0.0016
9.499,0.0152
9.504,0.0014
9.509,0.0152
9.514,0.0013
9.519,0.0152
9.524,0.0012
9.529,0.0152
9.534,0.0011
9.539,0.0152
9.544,0.0010
9.549,0.0151
9.554,0.0009
9.559,0.0152
9.564,0.0008
9.569,0.0151
9.574,0.0007
9.579,0.0151
9.584,0.0006
9.590,0.0151
9.594,0.0005
9.599,0.0151
9.604,0.0005
9.609,0.0151
9.614,0.0005
9.619,0.0150
9.624,0.0004
9.629,0.0151
9.634,0.0005
9.639,0.0149
9.644,0.0005
9.649,0.0151
9.654,0.0005
9.659,0.0150
9.664,0.0007
9.669,0.0149
9.674,0.0007
9.679,0.0149
9.684,0.0009
9.689,0.0150
9.694,0.0008
9.699,0.0151
9.704,0.0009
9.709,0.0149
9.714,0.0011
9.719,0.0149
9.724,0.0011
9.729,0.0148
9.734,0.0012
9.739,0.0148
9.744,0.0014
9.749,0.0148
9.754,0.0014
9.759,0.0148
9.764,0.0015
9.769,0.0148
9.774,0.0016
9.779,0.0147
9.784,0.0018
9.789,0.0146
9.794,0.0019
9.799,0.0146
9.804,0.0020
9.809,0.0145
9.814,0.0021
9.819,0.0146
9.824,0.0021
9.829,0.0146
9.834,0.0022
9.839,0.0145
9.844,0.0023
9.849,0.0145
9.854,0.0024
9.859,0.0145
9.864,0.0024
9.870,0.0144
9.874,0.0026
9.879,0.0144
9.884,0.0026
9.889,0.0144
9.894,0.0029
9.899,0.0143
9.904,0.0028
9.909,0.0143
9.914,0.0030
9.919,0.0143
9.924,0.0030
9.929,0.0142
9.934,0.0032
9.940,0.0141
9.944,0.0034
9.949,0.0141
9.954,0.0034
9.959,0.0141
9.964,0.0034
9.970,0.0141
9.974,0.0035
9.979,0.0141
9.984,0.0036
9.990,0.0139
9.994,0.0037
9.999,0.0140
10.004,0.0038
10.009,0.0140
10.014,0.0038
10.019,0.0140
10.024,0.0039
10.029,0.0138
10.034,0.0041
10.039,0.0139
10.044,0.0041
10.049,0.0139
10.054,0.0042
10.059,0.0138
10.064,0.0043
10.069,0.0138
10.074,0.0043
10.079,0.0137
10.084,0.0045
10.089,0.0137
10.094,0.0044
10.100,0.0136
10.104,0.0046
10.109,0.0137
10.114,0.0046
10.119,0.0137
10.124,0.0047
10.129,0.0137
10.134,0.0048
10.139,0.0137
10.144,0.0048
10.149,0.0136
10.155,0.0051
10.159,0.0134
10.164,0.0049
10.169,0.0136
10.174,0.0050
10.179,0.0135
10.184,0.0051
10.189,0.0134
10.194,0.0052
10.199,0.0134
10.204,0.0053
10.209,0.0134
10.214,0.0054
10.219,0.0135
10.224,0.0053
10.229,0.0134
10.234,0.0055
10.239,0.0133
10.244,0.0056
10.249,0.0133
10.254,0.0056
10.259,0.0133
10.264,0.0057
10.269,0.0132
10.274,0.0057
10.279,0.0133
10.284,0.0058
10.289,0.0131
10.294,0.0060
10.299,0.0132
10.304,0.0059
10.309,0.0131
10.314,0.0058
10.319,0.0132
10.324,0.0059
10.329,0.0132
10.334,0.0061
10.339,0.0131
10.344,0.0062
10.349,0.0130
10.354,0.0062
10.359,0.0130
10.364,0.0062
10.369,0.0130
10.374,0.0063
10.379,0.0130
10.384,0.0063
10.389,0.0129
10.394,0.0065
10.399,0.0129
10.404,0.0064
10.409,0.0128
10.414,0.0065
10.419,0.0129
10.424,0.0065
10.429,0.0128
10.434,0.0068
10.439,0.0127
10.444,0.0067
10.449,0.0127
10.454,0.0069
10.459,0.0126
10.464,0.0067
10.470,0.0127
10.474,0.0068
10.479,0.0127
10.484,0.0069
10.489,0.0126
10.494,0.0069
10.499,0.0127
10.504,0.0069
10.510,0.0126
10.514,0.0071
10.520,0.0125
10.525,0.0071
10.529,0.0126
10.534,0.0070
10.539,0.0126
10.544,0.0071
10.549,0.0124
10.554,0.0072
10.559,0.0125
10.564,0.0072
10.569,0.0125
10.574,0.0073
10.579,0.0123
10.584,0.0074
10.590,0.0123
10.594,0.0075
10.599,0.0122
10.604,0.0075
10.609,0.0123
10.614,0.0075
10.619,0.0123
10.624,0.0076
10.629,0.0122
10.634,0.0077
10.639,0.0122
10.644,0.0076
10.649,0.0122
10.654,0.0076
10.659,0.0122
10.664,0.0077
10.670,0.0122
10.674,0.0078
10.679,0.0120
10.684,0.0079
10.689,0.0120
10.694,0.0079
10.699,0.0118
10.704,0.0079
10.709,0.0120
10.714,0.0079
10.719,0.0119
10.724,0.0080
10.729,0.0119
10.734,0.0080
10.739,0.0119
10.744,0.0082
10.749,0.0119
10.754,0.0080
10.759,0.0118
10.764,0.0081
10.769,0.0119
10.774,0.0082
10.780,0.0116
10.784,0.0081
10.789,0.0117
10.794,0.0082
10.799,0.0117
10.804,0.0083
10.809,0.0116
10.814,0.0084
10.819,0.0116
10.824,0.0084
10.829,0.0116
10.834,0.0084
10.839,0.0115
10.844,0.0085
10.849,0.0115
10.854,0.0085
10.859,0.0114
10.864,0.0085
10.869,0.0116
10.874,0.0084
10.879,0.0114
10.884,0.0085
10.889,0.0114
10.894,0.0086
10.899,0.0114
10.904,0.0086
10.909,0.0114
10.914,0.0086
10.919,0.0114
10.924,0.0086
10.929,0.0113
10.934,0.0087
10.939,0.0113
10.944,0.0087
10.949,0.0112
10.955,0.0088
10.959,0.0111
10.964,0.0088
10.969,0.0113
10.974,0.0087
10.979,0.0112
10.984,0.0087
10.989,0.0112
10.994,0.0089
10.999,0.0111
11.004,0.0089
11.009,0.0112
11.014,0.0089
11.019,0.0111
11.024,0.0089
11.029,0.0111
11.034,0.0089
11.039,0.0111
11.044,0.0089
11.049,0.0111
11.054,0.0089
11.059,0.0110
11.064,0.0090
11.069,0.0110
11.074,0.0090
11.079,0.0110
11.084,0.0090
11.090,0.0110
11.094,0.0091
11.099,0.0109
11.104,0.0092
11.109,0.0109
11.114,0.0091
11.119,0.0109
11.124,0.0091
11.129,0.0109
11.134,0.0091
11.139,0.0109
11.144,0.0091
11.149,0.0109
11.154,0.0092
11.159,0.0108
11.164,0.0092
11.169,0.0108
11.174,0.0092
11.179,0.0108
11.184,0.0092
11.189,0.0108
11.194,0.0092
11.199,0.0108
11.204,0.0092
11.209,0.0107
11.215,0.0093
11.219,0.0106
11.224,0.0093
11.229,0.0107
11.234,0.0092
11.239,0.0108
11.244,0.0092
11.249,0.0108
11.254,0.0092
11.260,0.0107
11.264,0.0093
11.269,0.0105
11.274,0.0093
11.279,0.0106
11.284,0.0093
11.289,0.0106
11.294,0.0094
11.299,0.0105
11.304,0.0094
11.309,0.0106
11.314,0.0094
11.320,0.0103
11.324,0.0095
11.329,0.0106
11.334,0.0094
11.339,0.0105
11.345,0.0095
11.349,0.0104
11.354,0.0095
11.359,0.0105
11.364,0.0095
11.369,0.0105
11.374,0.0095
11.380,0.0105
11.384,0.0095
11.389,0.0104
11.394,0.0095
11.400,0.0104
11.404,0.0096
11.409,0.0104
11.414,0.0096
11.419,0.0105
11.424,0.0095
11.429,0.0104
11.434,0.0095
11.439,0.0104
11.444,0.0095
11.449,0.0104
11.455,0.0098
11.459,0.0105
11.464,0.0096
11.470,0.0104
11.474,0.0095
11.479,0.0105
11.484,0.0095
11.489,0.0105
11.494,0.0096
11.499,0.0104
11.504,0.0096
11.509,0.0104
11.514,0.0096
11.519,0.0105
11.524,0.0096
11.529,0.0105
11.534,0.0096
11.539,0.0104
11.544,0.0096
11.549,0.0105
11.554,0.0096
11.559,0.0104
11.564,0.0096
11.569,0.0104
11.574,0.0096
11.579,0.0105
11.584,0.0096
11.589,0.0105
11.594,0.0096
11.599,0.0105
11.604,0.0096
11.609,0.0104
11.614,0.0097
11.620,0.0105
11.624,0.0097
11.629,0.0105
11.634,0.0097
11.640,0.0104
11.644,0.0098
11.649,0.0106
11.655,0.0097
11.659,0.0106
11.664,0.0094
11.669,0.0107
11.674,0.0096
11.679,0.0106
11.684,0.0097
11.689,0.0106
11.694,0.0097
11.699,0.0106
11.704,0.0097
11.709,0.0106
11.715,0.0098
11.719,0.0106
11.724,0.0097
11.730,0.0105
11.734,0.0097
11.739,0.0106
11.744,0.0097
11.749,0.0107
11.754,0.0096
11.760,0.0105
11.764,0.0098
11.769,0.0105
11.774,0.0098
11.779,0.0107
11.784,0.0097
11.789,0.0105
11.794,0.0097
11.799,0.0105
11.804,0.0098
11.809,0.0107
11.814,0.0097
11.819,0.0106
11.824,0.0097
11.829,0.0106
11.834,0.0098
11.839,0.0107
11.844,0.0097
11.849,0.0106
11.854,0.0098
11.859,0.0107
11.864,0.0099
11.869,0.0107
11.874,0.0099
11.879,0.0105
11.884,0.0098
11.889,0.0108
11.894,0.0097
11.899,0.0107
11.904,0.0097
11.909,0.0107
11.914,0.0100
11.919,0.0107
11.924,0.0098
11.929,0.0105
11.934,0.0097
11.940,0.0107
11.944,0.0098
11.949,0.0106
11.954,0.0098
11.960,0.0105
11.964,0.0099
11.970,0.0105
11.974,0.0099
11.979,0.0107
11.984,0.0098
11.989,0.0104
11.994,0.0101
11.999,0.0105
12.004,0.0099
12.009,0.0105
12.014,0.0100
12.019,0.0103
12.024,0.0100
12.029,0.0106
12.034,0.0100
12.039,0.0105
12.044,0.0100
12.049,0.0104
12.054,0.0101
12.059,0.0104
12.064,0.0100
12.069,0.0103
12.074,0.0100
12.079,0.0104
12.084,0.0101
12.089,0.0103
12.094,0.0101
12.100,0.0103
12.104,0.0101
12.109,0.0102
12.114,0.0102
12.119,0.0101
12.124,0.0102
12.129,0.0101
12.134,0.0103
12.139,0.0101
12.144,0.0102
12.150,0.0101
12.154,0.0102
12.159,0.0101
12.164,0.0101
12.169,0.0100
12.175,0.0102
12.179,0.0099
12.185,0.0103
12.189,0.0098
12.194,0.0103
12.199,0.0097
12.204,0.0104
12.209,0.0097
12.214,0.0104
12.220,0.0095
12.224,0.0104
12.229,0.0095
12.234,0.0104
12.239,0.0094
12.244,0.0105
12.249,0.0095
12.254,0.0103
12.259,0.0095
12.264,0.0103
12.269,0.0093
12.274,0.0104
12.279,0.0092
12.284,0.0105
12.289,0.0091
12.294,0.0105
12.299,0.0091
12.304,0.0106
12.309,0.0089
12.314,0.0105
12.319,0.0088
12.324,0.0107
12.329,0.0088
12.334,0.0107
12.339,0.0086
12.344,0.0106
12.349,0.0086
12.354,0.0107
12.359,0.0085
12.364,0.0107
12.370,0.0083
12.374,0.0108
12.379,0.0083
12.384,0.0108
12.390,0.0081
12.394,0.0108
12.399,0.0081
12.404,0.0109
12.409,0.0079
12.414,0.0108
12.419,0.0079
12.424,0.0110
12.429,0.0078
12.434,0.0109
12.439,0.0076
12.444,0.0109
12.449,0.0076
12.454,0.0108
12.459,0.0074
12.464,0.0108
12.470,0.0072
12.474,0.0110
12.479,0.0072
12.484,0.0111
12.489,0.0071
12.494,0.0110
12.499,0.0069
12.504,0.0110
12.509,0.0069
12.514,0.0110
12.519,0.0066
12.524,0.0112
12.529,0.0065
12.535,0.0112
12.539,0.0063
12.544,0.0111
12.550,0.0063
12.554,0.0111
12.559,0.0061
12.564,0.0112
12.569,0.0060
12.574,0.0112
12.579,0.0059
12.584,0.0112
12.589,0.0057
12.594,0.0113
12.599,0.0055
12.604,0.0113
12.609,0.0054
12.614,0.0113
12.619,0.0052
12.624,0.0114
12.629,0.0051
12.634,0.0114
12.639,0.0049
12.644,0.0114
12.650,0.0048
12.654,0.0115
12.660,0.0047
12.664,0.0113
12.669,0.0045
12.674,0.0114
12.680,0.0044
12.684,0.0114
12.690,0.0042
12.694,0.0114
12.700,0.0041
12.704,0.0114
12.709,0.0041
12.715,0.0114
12.719,0.0040
12.724,0.0114
12.730,0.0038
12.734,0.0114
12.740,0.0037
12.744,0.0114
12.750,0.0037
12.754,0.0113
12.760,0.0036
12.764,0.0112
12.769,0.0036
12.774,0.0112
12.779,0.0034
12.784,0.0112
12.789,0.0034
12.794,0.0112
12.799,0.0034
12.804,0.0111
12.809,0.0034
12.814,0.0111
12.820,0.0033
12.824,0.0111
12.829,0.0034
12.834,0.0110
12.839,0.0033
12.844,0.0110
12.849,0.0033
12.855,0.0109
12.859,0.0033
12.864,0.0109
12.870,0.0033
12.874,0.0109
12.879,0.0033
12.884,0.0108
12.890,0.0033
12.894,0.0108
12.899,0.0034
12.904,0.0107
12.909,0.0034
12.914,0.0106
12.920,0.0034
12.924,0.0107
12.929,0.0035
12.934,0.0105
12.939,0.0035
12.944,0.0104
12.949,0.0036
12.954,0.0103
12.960,0.0037
12.964,0.0103
12.970,0.0037
12.974,0.0103
12.980,0.0037
12.984,0.0102
12.990,0.0038
12.994,0.0101
12.999,0.0039
13.004,0.0100
13.009,0.0040
13.014,0.0099
13.019,0.0041
13.024,0.0099
13.029,0.0042
13.034,0.0098
13.040,0.0042
13.044,0.0097
13.049,0.0044
13.054,0.0096
13.059,0.0045
13.065,0.0096
13.069,0.0046
13.074,0.0095
13.080,0.0047
13.084,0.0093
13.090,0.0047
13.094,0.0093
13.100,0.0049
13.104,0.0091
13.109,0.0050
13.114,0.0091
13.119,0.0050
13.124,0.0090
13.129,0.0052
13.134,0.0089
13.140,0.0053
13.144,0.0088
13.150,0.0054
13.154,0.0087
13.159,0.0055
13.164,0.0086
13.170,0.0056
13.174,0.0086
13.180,0.0058
13.184,0.0084
13.190,0.0059
13.194,0.0083
13.199,0.0060
13.205,0.0083
13.209,0.0062
13.214,0.0081
13.219,0.0063
13.224,0.0080
13.230,0.0064
13.234,0.0079
13.239,0.0066
13.244,0.0078
13.249,0.0067
13.254,0.0078
13.260,0.0068
13.264,0.0077
13.269,0.0069
13.274,0.0076
13.279,0.0071
13.284,0.0075
13.290,0.0072
13.294,0.0074
13.300,0.0072
13.304,0.0074
13.309,0.0074
13.314,0.0072
13.319,0.0076
13.324,0.0071
13.329,0.0077
13.334,0.0070
13.339,0.0078
13.344,0.0069
13.349,0.0079
13.354,0.0068
13.359,0.0081
13.364,0.0067
13.369,0.0083
13.374,0.0066
13.379,0.0084
13.384,0.0066
13.389,0.0086
13.395,0.0065
13.399,0.0086
13.404,0.0064
13.409,0.0088
13.414,0.0063
13.419,0.0089
13.424,0.0062
13.429,0.0090
13.434,0.0061
13.439,0.0092
13.444,0.0060
13.449,0.0093
13.454,0.0060
13.459,0.0094
13.464,0.0058
13.469,0.0095
13.474,0.0058
13.479,0.0097
13.484,0.0057
13.489,0.0098
13.494,0.0056
13.500,0.0099
13.504,0.0055
13.509,0.0100
13.514,0.0055
13.519,0.0102
13.524,0.0054
13.529,0.0103
13.534,0.0053
13.539,0.0103
13.544,0.0053
13.549,0.0105
13.554,0.0053
13.559,0.0106
13.564,0.0051
13.569,0.0107
13.574,0.0050
13.579,0.0109
13.584,0.0050
13.589,0.0110
13.594,0.0049
13.599,0.0111
13.604,0.0049
13.609,0.0112
13.614,0.0048
13.619,0.0112
13.624,0.0048
13.629,0.0114
13.634,0.0048
13.639,0.0115
13.644,0.0047
13.649,0.0116
13.654,0.0046
13.659,0.0117
13.664,0.0046
13.669,0.0119
13.674,0.0046
13.679,0.0120
13.684,0.0046
13.689,0.0120
13.694,0.0045
13.699,0.0122
13.704,0.0044
13.709,0.0123
13.714,0.0044
13.719,0.0123
13.724,0.0044
13.729,0.0124
13.735,0.0043
13.740,0.0125
13.744,0.0045
13.749,0.0126
13.754,0.0045
13.759,0.0126
13.764,0.0044
13.769,0.0128
13.774,0.0044
13.780,0.0128
13.784,0.0044
13.789,0.0129
13.794,0.0044
13.799,0.0130
13.804,0.0044
13.809,0.0131
13.814,0.0044
13.819,0.0132
13.824,0.0044
13.829,0.0131
13.834,0.0044
13.839,0.0133
13.844,0.0044
13.849,0.0133
13.854,0.0044
13.859,0.0135
13.864,0.0045
13.869,0.0134
13.874,0.0046
13.879,0.0135
13.885,0.0046
13.889,0.0136
13.894,0.0044
13.899,0.0137
13.904,0.0045
13.909,0.0137
13.914,0.0045
13.919,0.0138
13.924,0.0045
13.929,0.0139
13.934,0.0045
13.939,0.0139
13.944,0.0048
13.949,0.0138
13.954,0.0048
13.959,0.0138
13.964,0.0049
13.969,0.0139
13.974,0.0049
13.979,0.0139
13.985,0.0049
13.989,0.0140
13.994,0.0049
13.999,0.0139
14.004,0.0051
14.009,0.0139
14.014,0.0051
14.019,0.0140
14.024,0.0051
14.029,0.0140
14.034,0.0053
14.040,0.0140
14.044,0.0053
14.049,0.0139
14.054,0.0054
14.059,0.0140
14.065,0.0055
14.069,0.0140
14.074,0.0056
14.079,0.0139
14.084,0.0056
14.089,0.0139
14.094,0.0057
14.099,0.0139
14.104,0.0058
14.109,0.0140
14.114,0.0057
14.119,0.0138
14.124,0.0060
14.129,0.0138
14.134,0.0060
14.139,0.0137
14.144,0.0061
14.149,0.0137
14.154,0.0060
14.159,0.0138
14.164,0.0062
14.169,0.0137
14.174,0.0064
14.179,0.0136
14.184,0.0063
14.190,0.0137
14.195,0.0064
14.199,0.0136
14.204,0.0065
14.209,0.0135
14.214,0.0065
14.219,0.0135
14.224,0.0066
14.229,0.0134
14.234,0.0067
14.239,0.0134
14.244,0.0067
14.249,0.0135
14.254,0.0068
14.259,0.0132
14.264,0.0069
14.269,0.0133
14.274,0.0070
14.279,0.0133
14.284,0.0070
14.289,0.0132
14.294,0.0071
14.299,0.0130
14.304,0.0073
14.309,0.0131
14.314,0.0073
14.319,0.0130
14.325,0.0074
14.329,0.0131
14.334,0.0073
14.339,0.0129
14.344,0.0075
14.349,0.0130
14.354,0.0075
14.359,0.0128
14.365,0.0076
14.369,0.0127
14.374,0.0077
14.379,0.0127
14.384,0.0077
14.389,0.0125
14.394,0.0077
14.399,0.0126
14.404,0.0078
14.409,0.0125
14.414,0.0078
14.419,0.0125
14.424,0.0079
14.429,0.0124
14.435,0.0080
14.439,0.0124
14.444,0.0080
14.449,0.0124
14.455,0.0080
14.459,0.0122
14.464,0.0081
14.469,0.0122
14.474,0.0081
14.479,0.0121
14.484,0.0082
14.489,0.0121
14.494,0.0082
14.499,0.0120
14.504,0.0083
14.509,0.0120
14.514,0.0081
14.519,0.0119
14.524,0.0084
14.529,0.0118
14.534,0.0084
14.540,0.0117
14.544,0.0083
14.549,0.0118
14.554,0.0084
14.559,0.0117
14.564,0.0085
14.569,0.0117
14.574,0.0085
14.579,0.0118
14.584,0.0084
14.589,0.0116
14.594,0.0086
14.599,0.0114
14.605,0.0087
14.609,0.0115
14.615,0.0088
14.619,0.0113
14.624,0.0088
14.629,0.0112
14.634,0.0088
14.639,0.0111
14.644,0.0089
14.649,0.0112
14.654,0.0088
14.659,0.0109
14.664,0.0090
14.669,0.0110
14.674,0.0090
14.679,0.0109
14.684,0.0090
14.689,0.0108
14.694,0.0091
14.700,0.0106
14.704,0.0092
14.709,0.0107
14.714,0.0091
14.719,0.0106
14.724,0.0092
14.729,0.0105
14.734,0.0093
14.739,0.0104
14.744,0.0093
14.749,0.0103
14.754,0.0093
14.759,0.0102
14.764,0.0094
14.769,0.0101
14.774,0.0094
14.779,0.0100
14.784,0.0095
14.789,0.0099
14.794,0.0095
14.799,0.0099
14.804,0.0095
14.809,0.0098
14.814,0.0096
14.819,0.0096
14.824,0.0096
14.829,0.0096
14.835,0.0096
14.840,0.0094
14.844,0.0097
14.849,0.0093
14.854,0.0098
14.859,0.0092
14.865,0.0099
14.869,0.0091
14.874,0.0098
14.879,0.0089
14.884,0.0098
14.889,0.0088
14.894,0.0099
14.899,0.0088
14.904,0.0099
14.909,0.0086
14.914,0.0100
14.919,0.0085
14.924,0.0100
14.929,0.0083
14.934,0.0100
14.939,0.0083
14.944,0.0100
14.949,0.0082
14.954,0.0101
14.959,0.0080
14.965,0.0102
14.969,0.0080
14.974,0.0102
14.979,0.0079
14.985,0.0103
14.990,0.0077
14.994,0.0104
14.999,0.0076
15.004,0.0103
15.009,0.0075
15.014,0.0102
15.019,0.0074
15.024,0.0103
15.029,0.0073
15.034,0.0104
15.039,0.0072
15.045,0.0104
15.049,0.0071
15.054,0.0104
15.059,0.0070
15.065,0.0105
15.070,0.0069
15.074,0.0104
15.079,0.0068
15.084,0.0104
15.089,0.0068
15.094,0.0105
15.099,0.0067
15.104,0.0104
15.109,0.0066
15.114,0.0105
15.119,0.0065
15.124,0.0106
15.129,0.0065
15.134,0.0105
15.139,0.0064
15.144,0.0106
15.149,0.0063
15.154,0.0106
15.159,0.0062
15.164,0.0106
15.169,0.0061
15.174,0.0106
15.179,0.0061
15.184,0.0106
15.189,0.0061
15.194,0.0105
15.199,0.0061
15.204,0.0107
15.209,0.0059
15.214,0.0106
15.219,0.0060
15.224,0.0105
15.229,0.0060
15.234,0.0106
15.239,0.0060
15.244,0.0106
15.249,0.0059
15.254,0.0106
15.259,0.0059
15.264,0.0106
15.269,0.0059
15.274,0.0106
15.279,0.0058
15.284,0.0106
15.289,0.0059
15.294,0.0106
15.299,0.0058
15.304,0.0106
15.309,0.0059
15.314,0.0107
15.319,0.0059
15.324,0.0105
15.329,0.0059
15.334,0.0105
15.339,0.0059
15.344,0.0105
15.349,0.0060
15.354,0.0104
15.359,0.0061
15.364,0.0105
15.369,0.0061
15.374,0.0104
15.379,0.0061
15.384,0.0104
15.389,0.0062
15.394,0.0104
15.399,0.0062
15.404,0.0104
15.409,0.0062
15.414,0.0104
15.419,0.0063
15.424,0.0103
15.429,0.0064
15.434,0.0102
15.440,0.0064
15.444,0.0103
15.449,0.0065
15.454,0.0102
15.459,0.0065
15.464,0.0102
15.470,0.0066
15.474,0.0101
15.480,0.0066
15.484,0.0101
15.490,0.0068
15.494,0.0100
15.499,0.0069
15.504,0.0100
15.510,0.0069
